Mod:Item:MetaData, Localized Name
appliedenergistics2:item.ItemMultiPart:523, МЭ покрытый плотный кабель - Светло-синий
appliedenergistics2:item.ItemMultiPart:524, МЭ покрытый плотный кабель - Жёлтый
appliedenergistics2:item.ItemMultiPart:525, МЭ покрытый плотный кабель - Лаймовый
appliedenergistics2:item.ItemMultiPart:526, МЭ покрытый плотный кабель - Розовый
appliedenergistics2:item.ItemMultiPart:527, МЭ покрытый плотный кабель - Серый
appliedenergistics2:item.ItemMultiPart:528, МЭ покрытый плотный кабель - Светло-серый
appliedenergistics2:item.ItemMultiPart:529, МЭ покрытый плотный кабель - Бирюзовый
appliedenergistics2:item.ItemMultiPart:530, МЭ покрытый плотный кабель - Фиолетовый
appliedenergistics2:item.ItemMultiPart:531, МЭ покрытый плотный кабель - Синий
appliedenergistics2:item.ItemMultiPart:532, МЭ покрытый плотный кабель - Коричневый
appliedenergistics2:item.ItemMultiPart:533, МЭ покрытый плотный кабель - Зелёный
appliedenergistics2:item.ItemMultiPart:534, МЭ покрытый плотный кабель - Красный
appliedenergistics2:item.ItemMultiPart:535, МЭ покрытый плотный кабель - Чёрный
appliedenergistics2:item.ItemMultiPart:536, МЭ покрытый плотный кабель - Изменчивый
appliedenergistics2:item.ItemMultiPart:0, МЭ стеклянный кабель - Белый
appliedenergistics2:item.ItemMultiPart:1, МЭ стеклянный кабель - Оранжевый
appliedenergistics2:item.ItemMultiPart:2, МЭ стеклянный кабель - Сиреневый
appliedenergistics2:item.ItemMultiPart:3, МЭ стеклянный кабель - Светло-синий
appliedenergistics2:item.ItemMultiPart:4, МЭ стеклянный кабель - Жёлтый
appliedenergistics2:item.ItemMultiPart:5, МЭ стеклянный кабель - Лаймовый
appliedenergistics2:item.ItemMultiPart:6, МЭ стеклянный кабель - Розовый
appliedenergistics2:item.ItemMultiPart:7, МЭ стеклянный кабель - Серый
appliedenergistics2:item.ItemMultiPart:8, МЭ стеклянный кабель - Светло-серый
appliedenergistics2:item.ItemMultiPart:9, МЭ стеклянный кабель - Бирюзовый
appliedenergistics2:item.ItemMultiPart:10, МЭ стеклянный кабель - Фиолетовый
appliedenergistics2:item.ItemMultiPart:11, МЭ стеклянный кабель - Синий
appliedenergistics2:item.ItemMultiPart:12, МЭ стеклянный кабель - Коричневый
appliedenergistics2:item.ItemMultiPart:13, МЭ стеклянный кабель - Зелёный
appliedenergistics2:item.ItemMultiPart:14, МЭ стеклянный кабель - Красный
appliedenergistics2:item.ItemMultiPart:15, МЭ стеклянный кабель - Чёрный
appliedenergistics2:item.ItemMultiPart:16, МЭ стеклянный кабель - Изменчивый
appliedenergistics2:item.ItemMultiPart:40, МЭ умный кабель - Белый
appliedenergistics2:item.ItemMultiPart:41, МЭ умный кабель - Оранжевый
appliedenergistics2:item.ItemMultiPart:42, МЭ умный кабель - Сиреневый
appliedenergistics2:item.ItemMultiPart:43, МЭ умный кабель - Светло-синий
appliedenergistics2:item.ItemMultiPart:44, МЭ умный кабель - Жёлтый
appliedenergistics2:item.ItemMultiPart:45, МЭ умный кабель - Лаймовый
appliedenergistics2:item.ItemMultiPart:46, МЭ умный кабель - Розовый
appliedenergistics2:item.ItemMultiPart:47, МЭ умный кабель - Серый
appliedenergistics2:item.ItemMultiPart:48, МЭ умный кабель - Светло-серый
appliedenergistics2:item.ItemMultiPart:49, МЭ умный кабель - Бирюзовый
appliedenergistics2:item.ItemMultiPart:50, МЭ умный кабель - Фиолетовый
appliedenergistics2:item.ItemMultiPart:51, МЭ умный кабель - Синий
appliedenergistics2:item.ItemMultiPart:52, МЭ умный кабель - Коричневый
appliedenergistics2:item.ItemMultiPart:53, МЭ умный кабель - Зелёный
appliedenergistics2:item.ItemMultiPart:54, МЭ умный кабель - Красный
appliedenergistics2:item.ItemMultiPart:55, МЭ умный кабель - Чёрный
appliedenergistics2:item.ItemMultiPart:56, МЭ умный кабель - Изменчивый
appliedenergistics2:item.ItemMultiPart:540, МЭ покрытый магистральный кабель - Белый
appliedenergistics2:item.ItemMultiPart:541, МЭ покрытый магистральный кабель - Оранжевый
appliedenergistics2:item.ItemMultiPart:542, МЭ покрытый магистральный кабель - Сиреневый
appliedenergistics2:item.ItemMultiPart:543, МЭ покрытый магистральный кабель - Светло-синий
appliedenergistics2:item.ItemMultiPart:544, МЭ покрытый магистральный кабель - Жёлтый
appliedenergistics2:item.ItemMultiPart:545, МЭ покрытый магистральный кабель - Лаймовый
appliedenergistics2:item.ItemMultiPart:546, МЭ покрытый магистральный кабель - Розовый
appliedenergistics2:item.ItemMultiPart:547, МЭ покрытый магистральный кабель - Серый
appliedenergistics2:item.ItemMultiPart:548, МЭ покрытый магистральный кабель - Светло-серый
appliedenergistics2:item.ItemMultiPart:549, МЭ покрытый магистральный кабель - Бирюзовый
appliedenergistics2:item.ItemMultiPart:550, МЭ покрытый магистральный кабель - Фиолетовый
appliedenergistics2:item.ItemMultiPart:551, МЭ покрытый магистральный кабель - Синий
appliedenergistics2:item.ItemMultiPart:552, МЭ покрытый магистральный кабель - Коричневый
appliedenergistics2:item.ItemMultiPart:553, МЭ покрытый магистральный кабель - Зелёный
appliedenergistics2:item.ItemMultiPart:554, МЭ покрытый магистральный кабель - Красный
appliedenergistics2:item.ItemMultiPart:555, МЭ покрытый магистральный кабель - Чёрный
appliedenergistics2:item.ItemMultiPart:556, МЭ покрытый магистральный кабель - Изменчивый
appliedenergistics2:item.ItemMultiPart:560, ME Магистральный умный кабель - Белый
appliedenergistics2:item.ItemMultiPart:561, ME Магистральный умный кабель - Оранжевый
appliedenergistics2:item.ItemMultiPart:562, ME Магистральный умный кабель - Сиреневый
appliedenergistics2:item.ItemMultiPart:563, ME Магистральный умный кабель - Светло-синий
appliedenergistics2:item.ItemMultiPart:564, ME Магистральный умный кабель - Жёлтый
appliedenergistics2:item.ItemMultiPart:565, ME Магистральный умный кабель - Лаймовый
appliedenergistics2:item.ItemMultiPart:566, ME Магистральный умный кабель - Розовый
